product_id,product_title,rating,total_reviews,price,top_reviews
itmeedd80801b12f,"Apple iPhone 17 Pro Max (Silver, 1 TB)",4.8,27,"₹1,89,900","5 Simply awesome Best❤️ Thank you Flipkart. READ MORE Aftab Ali Certified Buyer , Kolkata 1 month ago 153 46 Permalink Report Abuse || 5 Wonderful Best iPhone ever 😊 READ MORE SUNIL KUMAR Certified Buyer , Nadbai 17 days ago 32 6 Permalink Report Abuse"
itmf98e89534d806,"Apple iPhone 17 (White, 256 GB)",4.7,149,"₹82,900","5 Excellent Feel the blue 🩵 READ MORE Manas Nayak Certified Buyer , Gurugram 1 month ago 127 31 Permalink Report Abuse || 5 Mind-blowing purchase Upgraded from iphone11 to iphone17🤍 READ MORE Neha  Kothari Certified Buyer , Pune Division 1 month ago 380 112 Permalink Report Abuse"
